author,published,like_count,comment
hlamdrdyndams,2021-04-23T14:41:37Z,0,His speech give me goosebump
thomasdeman9239,2021-04-23T14:16:55Z,0,Can someone explain me whats happening?
claretnewham9307,2021-04-23T13:53:14Z,1,"Why aren't the greedy 6 getting point deductions!?
Small clubs get point deductions for things like being in administration that isn't the fans fault, 
so why should the 'big 6' get away with no points deduction"
davidesperanza7701,2021-04-23T13:36:27Z,4,"From an Inter Milan fan, I completely agree."
jamescole30,2021-04-23T13:18:17Z,1,The respect hes gonna get off football fans now will be unbelievable.
danjohansen1002,2021-04-23T12:40:13Z,0,Great Gary
graemewatson1106,2021-04-23T12:35:12Z,0,I’ve never agreed with anything that Gary Neville has had to say but I totally agree with him on his rant ⚽️ isn’t the same anymore it’s all about 💶 & it’s pure greed I’m glad it’s fell through
danseanjay3389,2021-04-23T11:48:19Z,1,Gary Neville defends the Uefa why?
trickykid73,2021-04-23T11:13:03Z,0,Did not Sky take away football from the poor in the first place? Football sold its soul 2 decades ago.
williamgeorgefraser,2021-04-23T11:10:52Z,0,Abramovitch isn't allowed to live in the country. Why the hell should he be allowed to own a football club?
Dort90xxx,2021-04-23T10:53:37Z,0,Gary Neville absolutely Chad
anonimouse4678,2021-04-23T10:16:48Z,0,Anyone who thinks major football and horse racing is not fixed is dim
tobiasvolkner6147,2021-04-23T10:00:42Z,0,So much Respect for Neville here
extraspicywasabi,2021-04-23T09:41:26Z,0,"It's exactly the same concept as the Premier League that has existed since 1992, with a few subtle differences.  The main driver is about money, which was/is the same driver for the creation and existence of the Premier League..."
albertomerelo8820,2021-04-23T09:38:39Z,0,"And also, Playing in the Superleague doesn't mean they won't play in the Premier League. Basically those teams would stop playing the Champions League (A competition the majority of the Brittons hate) and play the Superleague instead"
albertomerelo8820,2021-04-23T09:34:15Z,0,"It is funny how hipocrite people could be. ""Pure Greed"" Gary Neville said... True but none of you rise the voice against the Glazers, Abramovich, Sheik Mubarak or Fenway Sports club when they do not care about the supporters and football clubs are just a way to get power and to ear money. So yes, Pure Greed, but you also need to include those rich people behind the clubs. At least Real Madrid and Barcelona belong to their supporters. Florentino Perez is not the owner, just the elected president of the club. So, stop the hypocrisy. Your club, Manchester United was ""bought"" by the Glazers with Manchester United's money itself, they did not put a penny in that purchase. and you took the money from them when you played for the Red Devils, Gary."
daverichardson6320,2021-04-23T09:23:36Z,0,"For me, what the ESL forgot was that football is not the NFL. Every club that competes in the Premiership, the Championship and Leagues 1 & 2 beyond have over 100 years of history behind them. And with that history comes rivalry and competition and shared memories. As a Manchester United fan, the interesting games are not just about City, Liverpool, Chelsea and Arsenal, they are about Leeds, they are about Nottingham Forest, they are about Aston Villa, they are about Celtic and Derby County, all the teams that we have faced in the past because we share that history. And you cannot erase that and tie us in to the biggest clubs in Europe, because the football story isn't only about the top 20 clubs in Europe, it's about every club that caused an upset and beat us when we expected to win. So power to the Leicesters, the Shef Wednesday's, the Stockport Counties, because even though you might not be as rich as Man Utd, because your trophy room is not as full, your history and your place in the football community is just as valuable and any true fan would look forward to playing you as much as we would face Rea Madrid or Barcelona."
GovernorOliveira,2021-04-23T09:16:17Z,3,"What I would like to ask Gary, and I really would love to hear his thoughts on it, is If he is as disgusted when Man United qualifies directly to Champions League after finishing 4th in the EPL, while the Greek, Czech, Austrian, Swiss, Croat, etc, champions have to dispute a playoff of three to four rounds to qualify. Funny , I didn't see English fans outraged about this or when Man City  and Chelsea just bought off their teams to become top clubs or when City got pardoned of the ECL suspension while Fenerbache had to sit out..."
spleeeen4it,2021-04-23T09:05:03Z,0,nice to see a non tory media voice they are few and far between
ArachnidSoul,2021-04-23T08:48:06Z,1,"So if FIFA just let this Super League continue without putting sanctions on the teams... those same teams would carry out their usual schedules. FIFA is telling the teams if they participate in the Super League, you are barred from the traditional leagues. These clubs are not the problem. The problem is FIFA. These teams had no plans of letting their fans down, or not playing their usual schedule. This is FIFA punishing the fans, and trying to get the fans to be mad at the clubs. Truth is, keeping the scheduled games, as well as the Super League games, would mean more games for the same fans. If they kill the Super League this year, it will be back. When it comes back, it will be that much more along. It's like how unions get started."
waldemarb.8065,2021-04-23T08:35:07Z,0,That’s what I like about the British. Destroying opponents on point while still sound polite.
missxchief,2021-04-23T08:18:21Z,0,"Football fans:1
Billionaires:0"
seplayer,2021-04-23T07:43:07Z,0,Why is he kissing the microphone all the time? ^^
petersmith6974,2021-04-23T07:26:54Z,0,"Kids game.   Pffft.  And not only that,the majority of players are non Angelcynn people. Like watching other nations teams."
MrPaulpithers,2021-04-23T07:18:51Z,0,"LFC fan born and bred , thank you Gary . p.s i still dont like you :p"
bingbong2205,2021-04-23T06:50:21Z,0,Who gives a dash really
johnraby4214,2021-04-23T06:42:54Z,0,"You've gone up big style in my estimation, great rant and dead right. Bloody well done"
lastrights8279,2021-04-23T06:33:51Z,0,Well said Gary
aakashsuryi9098,2021-04-23T06:23:57Z,0,"The clubs are directly responsible for the situation they're in. 
It's them who've allowed player wages to sky-rocket. 
It's them who've allowed transfer fees to sky rocket. 
Most of them have no Financial Discipline or Diligence. 
How are players allowed to earn 300,000€\\£ every week as direct Salary?!? Regardless of whether they play good or bad?!?? How?!? In what world is that ok?!? Bear in mind I'm not talking about Messi/Ronaldo/Suarez here. 
We as fans need to have this conversation because it's the elephant in the room. 
Let's consider Liverpool as an example simply because they have players who ""arguably"" have had the highest work-rate/output in the last 3/4 years under Klopp in terms of distance run per game and other statistics. 
Who in Liverpool gets paid above 250k directly as Salary? Only VvD and Salah. 
The rest them earn very reasonably when compared to other clubs. There was a study done on this comparing the salaries of players at different clubs. 
Imo, Liverpool is one of the most financially disciplined clubs in Europe. Let's put aside the fact that Jon Henry was one of the main party to initiate this ESL. 


The rising Players Wages and Salaries is the main underlying issue that's at heart of this ESL that nobody wants to address. 
Cristiano makes about 100 million because of sponsorships every year. Who decided to give Messi 500 million as a direct component of Salary?!? Who was the donkey who made this decision?!?? Now that Barca is in fukin Debt they are planning to monopolize the competition along with other Idiots. 
Believe me as football fans (not club fans) this is a conversation that NEEDS to be had. Players need to be paid a fixed component of Salary, and a Variable Bonus Component based on their performance output ( Goals, Saves, Clean Sheets, Assists, Pre-Assists, Chances/Opportunities Created, Key Passes, etc) 
This Conversation needs to be had sooner or later. 
Those fuking owners and executives are fuking incompetent who dress up in fancy suits. 

Dortmund, Liverpool, Leister, Athletico Madrid are some of the most Financially Disciplined and Well -run clubs. 
You don't have divas & Super-models like Neymar, Pogba, Ozil, etc. 
I'm not even going to address Rmadrid and Barca because they're a disaster. 
That Bartameo idiot gave Messi half a Billion as Direct Salary."
tedvandekamp6432,2021-04-23T06:18:01Z,1,"The actual greed within the world of football is not with the clubowners but with the players and their management. If the players would'nt be needing to earn 500k a WEEK, the clubs wouldn't be needing to look for alternative ways of getting everything funded. They should be thinking about capping salaries and transfersums."
focusedonfuture3255,2021-04-23T05:55:02Z,0,"If only people were this passionate against the war on the middle class and poor people.

Its just a stupid game that breeds narcissism and you are all upset about it?

You fans are all idiots, who cares?"
elbecko7969,2021-04-23T05:54:17Z,1,Looking forward to Athletico Mince on this
danhub2330,2021-04-23T05:36:22Z,0,Every game would be full of 'elitest' covid-19 vaccination passports supporters and players
danhub2330,2021-04-23T05:33:59Z,0,"Yes, thank you very much Gary 👍"
paulross6727,2021-04-23T04:22:56Z,0,"Same thing happened with Kerry Packer and cricket.  It's just a game, far more important things to worry about."
cckmanofsteel2393,2021-04-23T03:58:06Z,0,"take away the land the stadium is on....boom done  BYE

If you are a player on any of these teams and you stay..........."
magicman4411,2021-04-23T03:30:11Z,0,Sky sports also work for uefa and fifa they are the same thing
pinagarofalo9392,2021-04-23T03:18:52Z,0,"Psg and city, team country , corrupt club and the uefa mafia want it !"
pinagarofalo9392,2021-04-23T03:12:14Z,0,"Neville, fake moralist milionary ! Bordeaux, game over, uefa mafia, why accept dollars of rich propriety ? the premier have prospered with this dollars ! fake moralist rich !"
dreamtowermedia5301,2021-04-23T02:58:04Z,1,I will never watch any of those teams again.
dreamtowermedia5301,2021-04-23T02:44:55Z,1,"Neville is one of my football heroes. We need to stand up against this mega-wealthy elitism which is trying to dominate the world in every facet (politics, economics, property acquisition, environmental issues, media, etc.) in an even more pronounced unconscionable way than ever before, before it's too late. How long will we allow a few hundred families to control the world and dictate our society? These people are criminals and their actions are crimes against the human race."
GypsyCzigany,2021-04-23T02:08:08Z,1,"Think about this, while children are starving in Africa, this dude is disgusted about kicking a ball around."
Inthemixmedia,2021-04-23T01:55:56Z,0,"The Right Honourable Sir Gary Neville, MBE."
danieldesouza3874,2021-04-23T01:40:16Z,1,"Uefa/Fifa manipulated the fans,pundits. And y'all are too stupid to see it. Fifa doesn't care about football,they care about money. And uefa is mad that they wouldn't be able to access the billions the ESL would make. UEFA expanded the UCL to appease the big clubs with guaranteed spots it's been confirmed and it's not that different from the ESL. disappointing that the word greed, corruption is being used by uefa and their brainless fan boys."
downunderthunder2538,2021-04-23T01:35:04Z,0,I will never watch it again
saskakarlsson9600,2021-04-23T01:18:09Z,1,#50+1rule
johnhughes8466,2021-04-23T00:11:49Z,0,"Bla bla bla bla bla ! And so on and on and on! Whatever anyone says or thinks it will happen one day ,mark my words resistance is futile and money always becomes the highest bidder in this absolutely corrupt world we live in! Capitalism rules our very existance! Do you think if the super league becomes a reality which like I say it will one day the likes of Neville, Souness, Rednapp and Keane would turn down the mega bucks on offer to commentate or be a pundit on the gravy train that is proffesional football at the highest level then everybody is in cloud cuckoo land! Im of the opinion of nearly everybody on this but im a realist and as I say EVERYBODY has a price and its sickening when all super rich people are moralising on Footballs capitalist ventures!"
mhdash777,2021-04-23T00:10:25Z,0,Massive respect gary 👏👍👍👍👍
qbw8834,2021-04-22T23:41:38Z,0,Seems like American ways are coming into Europe as well. RIP europe
miketheyunggod2534,2021-04-22T22:56:05Z,0,This is the best idea ever. All the great teams competing to be the best in the world.
robingillard2726,2021-04-22T22:47:23Z,0,Well done to Gary for highlighting the plight of non-league teams.Kings Lynn have had to furlough first team players and play young players to save money and ensure survival.
raymagnate,2021-04-22T22:45:41Z,1,"Chelsea fan here...Take all those clubs to League 2, they should all play from there & and find themselves back to Premier League. Rubbish"
paulmckinder3082,2021-04-22T21:56:03Z,0,I am no fan of Mr Nevilie or Mr kean but i agree with everything Mr Neville ha said i am a Liverpool fan all my life and i am disgusted relegate the 6 so called BIG teams. Even tho you are going to make the players manager and the fans suffer the owners need to leave or take punishment and the only way to do it is hurt there pockets then they know they have totally messed up
jb6368,2021-04-22T21:52:47Z,0,"All these Arabs etc didnt buy clubs out of their love of soccer etc,,,,its cash,,investments,,greed call what you will."
marktunney5000,2021-04-22T21:23:56Z,1,Greed greed greed.  Says the man on 2 or 3 million a year
izizovitch,2021-04-22T21:18:38Z,0,You saved football Gary
stringdex,2021-04-22T21:07:33Z,0,"millionairs footballers talking about greed, so so hypocrytical"
stringdex,2021-04-22T21:06:00Z,0,"gary neville doesnt no enythign about democratic principles, 

liberty is nothing for him, just one dictature and punishment for wanting something different"
magpet.,2021-04-22T21:05:26Z,0,1:09 sus 😳
stringdex,2021-04-22T21:03:10Z,1,i am absolutely disgusted by Gary Neville :-D
dbmxerinca,2021-04-22T21:01:40Z,0,"As an American with a mild interest in European Football, can't we write
 ESPN, FOX, SKY and others stating we will not watch this Super League and 
boycott?"
dorelleg1759,2021-04-22T20:30:03Z,0,Kin legend 💚
jackplumping522,2021-04-22T20:26:40Z,0,Go on Gary Neville !!! Never liked you wen you played but as a man standing up for the common man . Legend
nigelwilding1145,2021-04-22T19:54:00Z,0,Anyone for the GREAT RESET???? I didn't think so! F××××G WAKE UP!!! ITS NOT JUST FOOTBALL!!!!
stephenwalker7870,2021-04-22T19:53:11Z,0,You can bet the  Americans are deeply involved in this  they'll pay high wages to attract the cream players  then you'll have the likes  of LA Galaxy saying they are one of the biggest clubs in the world it's greed beyond greed you look at the game now they said goal line technology now it's VAR Which is killing the game it's pathetic you won't see a referees it will be all camera  soon  what's next 15 minute intervals with 15 minutes girls dancing adverts then another 15 minutes and again and again the American way  and  players coming out with American style helmets on money's ruined the game for years players wages and transfer fees are out of control and the bloody greed of agents the two faced slime who will get a player to change his mind for a few quid more players   they've got alot to account for as it's pure bloody greed alot of the times
fortheloveoffootball6850,2021-04-22T19:47:38Z,0,Maybe fans should own the clubs?
samjohnstone7535,2021-04-22T18:47:24Z,0,Arsenal's in a shambles.. c'mon they just had a bad couple of games man
smokingblues2314,2021-04-22T18:44:56Z,0,The elites have infiltrated every sphere of society for power and control so their power will never be threatened again they need to be purged from all areas of society there are no elite human beings just rich sociopaths who have grandiose views of themselves and their beliefs.. Society should be for the people not the people and society belonging to these self proclaimed elites they have no loyalty to any peoples or place only themselves.. A real reevaluation is needed not the woke bs elite controlled fake progressive revolution
yeahletsgo4113,2021-04-22T18:36:02Z,0,"I dont watch football, can anyone explain what is going on please?"
AlkoTural,2021-04-22T18:34:08Z,0,Football: the fat bald van driver fans disgusted........at ball kicking
nutbaridea1097,2021-04-22T18:15:45Z,0,"Both sides suffer from greed- notice how he’s lying about a fake pandemic when Canadian courts just proved there is zero science proving Covid is a pandemic. This is all an act, greed against greed insanity"
marcoswdantas,2021-04-22T18:05:33Z,0,Bravo 👏🏽 👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽👏🏽 Neville for president !!!
scrummpybear,2021-04-22T18:00:10Z,0,Again... the owners don't want to LEAVE they are told they have to choose... if they were allowed to play in both then it works... try blaming the UK monopoly of the sport.
scrummpybear,2021-04-22T17:53:55Z,0,Also Gary has no clue... the owner of the clubs are more invested than the players... but the players don't play fr the club they play for money
user-yw6qb9tt7t,2021-04-22T17:47:58Z,1,Total psy op. JABS IN ARMS !!!! SHEEP
charlierobins4577,2021-04-22T16:59:59Z,226,Neville has earned an awful lot of respect from me.
Ge0ste,2021-04-22T16:54:33Z,1,"Honestly couldn't agree with Gary more on this the only thing I didn't agree with was deducting points or relegating the 6 teams because that doesn't punish the owners they'll just sell the clubs and cut their loses all you do by that is punish the players and fans of these clubs, hit these owners where it hurts them most and that's their pockets fine them 100s of millions of pounds or force them to sell the clubs they own."
diplus3898,2021-04-22T16:38:56Z,1,"Here in the USA , agree 200% it’s a huge disgrace!!!"
malfromthetoon6705,2021-04-22T16:26:31Z,0,Well said Gary.
stuwkd123,2021-04-22T16:18:56Z,32,"""Tottenham im not really that bothered about"" 🤣"
allanmason7882,2021-04-22T15:56:35Z,0,Gary is the real deal
MrRay2364,2021-04-22T15:48:22Z,0,Well said !!
turnitaround7344,2021-04-22T15:40:49Z,1,So refreshing to hear people talk like this. No nonsense!
heyace4323,2021-04-22T15:30:51Z,0,I hope Uefa ban the Barca and Juve players players
Macca-rb5ok,2021-04-22T15:05:28Z,0,"Gary Neville benefitted from the, practically, Sky-sponsored Ferguson years at Manchester U meaning his whole career has  benefitted from financial imbalance and corruption within the game - so I find what he says a little bit rich. He's a smart guy, though, and I wouldn't be surprised if he has half an eye on leading a takeover at Manchester, hence his opportunistic ""rant""."
seanbicard1216,2021-04-22T15:05:06Z,0,"Disown clubs ,how many did they changed for extra.hypocrites"
86Smally,2021-04-22T14:42:53Z,0,Gary Neville national hero after this
user-yf5xp3pv7o,2021-04-22T14:20:41Z,0,Next time don’t let the mic cover your mouth
luisferreirapoblacion1445,2021-04-22T14:06:21Z,1,"Yeah yeah. So Madrid and Barca are owned by supporters while united, city , liverpool, psg and so on are owned by billionaires or country states to play their games. So the answer to earn it on the pitch is to sell to north korea?. Where was Chelsea prior to Abramovich?. or City prior to Abu dhabi?. I didn´t see you complain when the ownership of these clubs left UK. What hypocrisy!"
marcelodesouza3118,2021-04-22T13:57:32Z,1,that´s what you get for selling your teams to russians and sheiks...total disregard for the British fans
danielmoran9902,2021-04-22T13:36:17Z,1,"Football is a load 
old of crap, I cant stand it."
nidgemorphie4316,2021-04-22T13:35:09Z,0,Sky and Gary just worried theyll lose their jobs. Greed has been in the game for many years it's no different whether its premiership of European super league.
atreyuONE,2021-04-22T13:25:10Z,0,Great reset for football as well then
phutureproof,2021-04-22T12:55:45Z,0,"Im not so into football, Im from Derby lol

Havent we left Europe? Why is this even a thing?

Money!"
MrMinibulli,2021-04-22T12:49:56Z,1,Everyone knows that UEFA stands for clean football..... 🤣🤣🤣
airforce1969,2021-04-22T12:44:15Z,0,Gary Neville - The People's Champion
utaha3661,2021-04-22T12:25:45Z,7,"as a liverpool fan , iknow when man united legends and liverpool legends and the fans Were unite u know something was up. i dont care what club you support thank you for speaks up💪 , we falling in love with the same sport we need to protect it together💪"
vasi2161,2021-04-22T12:22:18Z,0,I agree with everything Gary is saying but you can't punish Manchester United the players have got nothing to do with this sack the glazers get them out of our club
boonpengchan4861,2021-04-22T12:20:12Z,0,"I think This is not just the greedy club owner fault, greedy player who's been paid millions also have to look at thier self first before talking ,thier highly paid contract also play a part in pushing the club into looking for extra cash,also at fault is uefa, fifa and some country football authority who fail to control some club owned by crazy oligarchs from spending hundreds of millions of dollars on players they don't even need ,this kind of crazy spending definitely have pushed others to follow and because they don't have the oily sheikh billion, the only way for them is turning to their fan pocket,so stop just blaming the club and owners,FIFA,EUFA,and all the GREEDY PLAYER'S, STOP TALKING AND BLAMING OTHERS LOOK AT YOUR OWN SELF FIRST,some current and former player have been talking like an angle, .only moron will believe them"
rensvanhilst,2021-04-22T12:20:02Z,0,"Financial Fair Play!!
Salarycap!!!
Homegrown Player Rules!!
Then football will be healthy again!
Ajax Amsterdam"
employyourmind3188,2021-04-22T12:16:27Z,0,"Ah the irony, Super League was meant to help put a stop to ""Nation Clubs"" that can spend as much as they want such as Man City and PSG, and thanks to the Super League stunt and pulling out after signing like rats, are now gonna have more freedom in terms of Financial Fair Play from UEFA.

Football for the fans. Right haha"
gutz4garterz735,2021-04-22T12:13:46Z,0,Young people are not watching real sports they're watching Esports sad but true .
cobbwebb4501,2021-04-22T12:13:00Z,0,4 fully grown men getting upset about a game 😭
williambedford899,2021-04-22T12:07:35Z,0,Stop paying the players CRAZY amounts of money ..... CAP wages
jonny5682,2021-04-22T11:19:00Z,0,awsome heart felt feeling welldone lads
irfanasghar4022,2021-04-22T11:13:40Z,0,I agree disgusting give it 2 Burnley 👊🇬🇧🇵🇰🇹🇷❤💎🤲
marken8888,2021-04-22T11:08:42Z,0,"who didnt flush his toilet?
DISGUSTIIIIIIN'"
Yeast85,2021-04-22T10:59:29Z,0,"West Ham should be playing their last games to win the premier league end of. I support Bradford btw. These clubs need points deducting, and heavy fines, with the money distributed down the lower leagues. This is even after the clubs have pulled out. I don’t see a way the premier league don’t enforce their own rules"
kamenborisov8839,2021-04-22T10:47:16Z,4,"""You told me yes, you held me high

And I believed when you told that lie

I played soldier, you played king

And struck me down when I kissed that ring

You lost that right to hold that crown

I built you up but you let me down

So when you fall, I'll take my turn

And fan the flames as your blazes burn..."" 

Linkin Park - Burn it down"
mikeee7425,2021-04-22T10:42:22Z,1,Well said Gary!!!
RescueTeamReloaded,2021-04-22T10:37:29Z,0,His speech will go down in history
MutualAidWorks,2021-04-22T10:20:01Z,0,"Money, corporate interests and corruption have ruined the game. The amount that players and others in the game are paid compared to ordinary workers is obscene, and it's been like that for too long."
chrisnapoli94,2021-04-22T10:08:21Z,0,"I stopped watching football in 2010 its all a massive business people don't care about playing for their team anymore that's why i stopped watching but, his right 🙏👌"
michaelbraun4304,2021-04-22T10:05:20Z,0,A man of honor!
sandy-sx5zr,2021-04-22T09:07:34Z,0,"To know why this is happening at this moment in time, read the book Covid 19...The Great Reset...
We are in trouble folks..."
Thanks_for_posting.,2021-04-22T09:05:32Z,0,Fair Play panel
JamesCroisdale,2021-04-22T08:52:15Z,0,"Good to see that football is now back in the hands of the average, working class oligarchs, Sheikhs and multinational investment conglomerates."
fizzk5556,2021-04-22T08:42:21Z,0,Gary Neville for Prime Minister
chrismoore7452,2021-04-22T08:41:49Z,1,"Gary is great with his passion. I only saw him once on the pitch in Prague, when he was screaming his head off at Ronaldo for missing a sitter and poncing around. He's helped to kick this sick charade into touch, kudos Gary! But, his other comment about complicity in this situation here Sky holds water. This all started when the FA decided to let Nation States purchase clubs. It has always been about $ (not going to change either) but the situation escalated out of control in the UK back in the 90s/00s. Don't slag off the American sports, NFL, MLB and NBA are not the same animal as football - there is another exploitative feeder system (university leagues). The salary cap idea is a good one for football - has been ignored and this is what you get, clubs overpaid, took on way to much debt, now being rescued by Governments (?). End of the day, football is to be played, NOT watched!"
quanxuan7435,2021-04-22T08:06:57Z,0,This Gary is killing the merits of Solskjaer and his students
paulgoodman8950,2021-04-22T08:05:37Z,0,Totally agree with him. Well said.
imAdolff,2021-04-22T07:48:08Z,0,I bet there's a hit on him by now for saying all this.
lawrencewalker1848,2021-04-22T07:43:15Z,0,Hats off
lewismartin4306,2021-04-22T07:07:15Z,0,"Social isolation and masks, yet football is what people get up in arms about. You guys are the joke Gary."
andyandy-uv2ic,2021-04-22T06:31:16Z,552,"Thanks to Gary's fast and emotionally catching reaction, he played a big role in mobilizing fans against this greedy system of Superleague"
deflandre8286,2021-04-22T06:20:29Z,2,Gary's speech was do MASSIVE i watched it 3 times!
native-american9049,2021-04-22T06:12:12Z,0,Wish they all had the same passion against big Pharma / Corporation running the world / Every life matters / Dirty politics etc etc.
maxtache,2021-04-22T06:06:52Z,0,Class act.
pendekarngadiman6259,2021-04-22T06:03:55Z,0,"when you said the motivation is greed, you talked about Nation League right?😅"
pendekarngadiman6259,2021-04-22T05:58:55Z,0,"it's not a criminal, corrupt people at fifa/uefa are criminal! yes it is the biggest sport in the world garry, yet it didn't make the best money out of it! consider this is just mid week party league, if someone decide not to baned the clubs from premier/champions league and national team then everybody still happy!"
raykeates9175,2021-04-22T05:50:21Z,0,"He’d be the first to be a presenter of the ESL if Sky, or whoever opened their chequebook."
farhad71414,2021-04-22T05:45:44Z,0,The interview that saved football!
luispaniagua4130,2021-04-22T05:28:47Z,0,"Gary, you were never any good mate...."
gavinperry8433,2021-04-22T05:26:58Z,0,This is the moment lads.... This is moment the revolution began
appl2597,2021-04-22T05:22:53Z,0,"TIL ... Bottle merchants - Male prostitute specializing in anal copulation, usually as the receiver.
What?!?!??! 😱😱😱"
thevelointhevale1132,2021-04-22T05:14:12Z,0,"Everyone with a brain knows that this is Corporate Globalism at it's finest - total division of Nations, Communities, Localism, Tradition, Culture ... these Elites are SCUM!"
francishuddy9462,2021-04-22T04:55:40Z,16,As a fan of Chelsea Football Club (since 1976) I have a lot of respect for Gary Neville 👍
mrkey1003,2021-04-22T04:44:59Z,0,"New title - New Comp - US yanks decided to 'Make America everywhere again'  TM.   The Arabs oiled the way again, TM - The Russians had nothing to do with it again.....(TM) ....& spurs etc....TRADE MARK!   You are Welcome.   THIS ISN'T AMERICA!!!!!!!        This is England.       This is NOT a yank sport...It's a World sport, ""Made in ENGLAND"" - TRADE MARK and re-owned and loved the World round - AND LOVED by all!!!  I bought shirts this year i CANT AFFORD because we won ....30 years.  I cannot wear MY shirt where I live because of YOU John.  Yes you John may well be a Master of difficult meetings after the fact - pre-requisite.  Your words spoken like a true sociopath and masterfully too.  Re-printed MUG on every paying fans forehead who believed you - after the fact.  That's why you are where you are.  I'm occasionally smart but You wont know about this comment unless you answer it personally....or continue to ""Walk alone"" - TRADE MARK that version of the song...Its your very own version you own it....It's YOUR personal version for you...You're Welcome...to LIVERPOOL F.C.U.K.     TM    




Do you want your fans to sing again? ......... It will be your new song la




( LFC = 129yrs - U.S.A = 244yrs ) - you do the maths... The USA is a Country/Child.   Don't be gaming with our club and clubs in our much older country. Your Parent.  Jurgen/Players/Fans/anyone with a beating heart and soul."
Steveking62,2021-04-22T04:16:39Z,0,Legend.
adammouser7382,2021-04-22T04:05:27Z,0,Foreign owners who could care less of their fan base.  Out of touch
yellow6100,2021-04-22T03:29:41Z,0,Thats what happens when you allow thieves from Asia that robbed their own nation to buy your clubs.
alexgiog,2021-04-22T02:58:40Z,18,"I am from Greece but I love English football! Do you know what team do I support? Basingstoke Town FC! I found it on FM15, 6th division and I loved taking it to Championship! I loved the logo, the moto, the colours, everything! I have watched every sinlge youtube video I found about Basingtoke, even the town! My dream is to come to watch a football game of Basingstoke and take a scarf back with me! That is pure love of football! They cannot understand it! It's all about money for them! Shame!"
jpb1805,2021-04-22T02:43:58Z,0,Populist
duncangreen2483,2021-04-22T02:34:10Z,0,Overseas owners wanting to turn football into the NFL or NHL. No promotion or relegation. Just a regular league games followed by play offs. I am a fan of both ice hockey and American football but their formats and franchises have no place in association football. Period.
blackrider2241,2021-04-22T02:26:58Z,0,"One thing I hate bout being in the US everybody snakes and looking out for they own and all care about is Money
Greed runs the US"
daenyboi,2021-04-22T02:21:43Z,0,"Thats why u have the 51% rulel ike we do in Sweden,"
tumiantumi4726,2021-04-22T02:03:23Z,0,"Gary Neville a HERO??? A real HERO would attack his own club, and not other clubs....In fact, he is a looser.........as is England... Die Bundesliga has the head on the shoulders and not up it ass..........."
melanierenshaw7228,2021-04-22T01:32:16Z,0,Super Legaue irs all a part of the plan
deanj.w.ferris123,2021-04-22T01:17:28Z,0,If only people cared as much for their country.
RaphaTrombadinha,2021-04-22T01:08:30Z,0,That’s why Americans shouldn’t own our football  clubs they don’t appreciate our football make no mistake about that
lelosa3629,2021-04-22T01:04:40Z,0,What an idiot
cornflake3344,2021-04-22T00:59:58Z,0,"Dickie gates and big pharma are the shunters of this fantasy, they have massed wealth from our demise through a pandemic they created , expect wave after wave of shut downs in the next few years"
ivanvandenbogaert6242,2021-04-22T00:54:18Z,0,"clubs are not allowed to have a debt and then pay 100 million for a player from another club. Sry barcelona, madrid, ..."
treefiddy4663,2021-04-22T00:49:20Z,0,365bet
margaretmatthews8327,2021-04-22T00:48:43Z,0,Gary Neville just keeping it 100
Johnnysabboy,2021-04-22T00:38:17Z,0,"Im not a pom, but what does gary mean by “bottle merchant”?"
tdli80ac59,2021-04-22T00:37:08Z,1,Gary neville is idiot
huepix,2021-04-22T00:31:17Z,0,You'd never get this at the rugger old chap
troymathers1531,2021-04-22T00:29:02Z,0,"well said gary , its a sad sad planet we live on when the world revolves on greed"
iSurvivedTheZombieZ,2021-04-22T00:24:26Z,1,"Gary Neville works for a company who wanted to charge football fans £15 ontop of their subscription for a game of football. You are all the same. Sky, UEFA, FIFA are all greedy."
dammichsmith,2021-04-22T00:04:03Z,0,Deduct 50 points from each of the six clubs this season and let’s see how “big” they really are.
njoker2363,2021-04-22T00:01:51Z,0,Gary Neville thought literally I ll lose my job if Florentino creates the Super League 😂😂😂😂
sasamilicevic5217,2021-04-21T23:58:56Z,1,"Hypocrisy... Corrupt people, like oligarchs and sheikhs, who steal money from his countrymens and subjects, and invest it in your Premier League football clubs. And you accept that. How can you then talk about greed and morality?"
everlymoore3899,2021-04-21T23:56:36Z,2,"I make huge profits on my investment since I started trading with Mrs. Eike crista, her trading strategies are top notch."
AB-cn6iu,2021-04-21T23:48:43Z,1,"ESL:💩
Gary: %#🤬!? 💥!!!!!&🥊 £%/-🤬@#&💥%!!!!!!"
thecatbeast1,2021-04-21T23:44:29Z,0,Is this the Gary Neville pumping money and investors money into Salford??? Hypocrite?
padraigsisk4057,2021-04-21T23:43:56Z,1,I think Sky sports have a lot to do with the greed that there is in football. When I was watching MOTD  in the early 70s it felt like honesty within the clubs. Nowadays average players are demanding stupid money.  Who was going to Air these matches. SKY.  Money talks bullshit walks 🚶‍♀️
eqvang2654,2021-04-21T23:41:05Z,0,Gary only good at talking he’s nothing.
HUGHWON,2021-04-21T23:35:43Z,0,Gary Neville is a hero
sefoahsiu8524,2021-04-21T23:32:28Z,1,Yep doing it in a pandemic is a coward in the night move.
Smigzz09,2021-04-21T23:30:06Z,0,Tottenham I’m not really that bothered about 🤣🤣
